epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,epoch_time_sec
1,0.47597700615338007,0.8187541862022772,0.8807404142794183,0.4087383219428499,0.8012422360248447,0.8608695652173913,0.9082923754204031,283.41411566734314
2,0.37054241217088957,0.8652377762893503,0.9116613979627678,0.36979931174424585,0.8206521739130435,0.875605815831987,0.9170797094672527,205.2909824848175
3,0.3028208449507869,0.887073007367716,0.9257857205739942,0.3618263555415877,0.8152173913043478,0.8700873362445415,0.9228605768398156,205.2565577030182
4,0.2364426052059332,0.9204286671131949,0.947958647275276,0.3456945874289355,0.8812111801242236,0.9218191108840061,0.9319942780150392,204.7969150543213
5,0.1737875213215286,0.9410582719356999,0.961632368329264,0.385209444056696,0.8656832298136646,0.911327524346489,0.9177481980250147,204.77740955352783
6,0.12236768454094951,0.9618218352310783,0.9751720533147487,0.46075417842265504,0.8835403726708074,0.9244712990936556,0.9207096369726128,204.75916266441345
7,0.08753319949729459,0.9726724715338245,0.9822824387701928,0.486715962225282,0.7996894409937888,0.8571428571428571,0.911922302925763,204.68850326538086
8,0.08486373660161892,0.9757535164099129,0.9843276474153606,0.46398153140649606,0.8229813664596274,0.8772874058127018,0.9270758647921278,204.55277919769287
9,0.0662114730369604,0.9813797722705961,0.9879747382991608,0.5339358843807334,0.8377329192546584,0.8892421833598304,0.9177343433398797,204.60921621322632
10,0.06585963394437737,0.9805760214333556,0.9874665053159305,0.4749573250391115,0.8385093167701864,0.8890074706510138,0.9326489118876662,204.72232055664062
