group,n_seeds,test_loss_mean,test_loss_std,test_acc_mean,test_acc_std,test_f1_mean,test_f1_std,test_auc_mean,test_auc_std,best_val_auc_mean,best_val_auc_std,num_epochs_mean,num_epochs_std,batch_size_mean,batch_size_std,num_frames_mean,num_frames_std,img_size_mean,img_size_std,clip_period_mean,clip_period_std,ef_threshold_mean,ef_threshold_std,lr_mean,lr_std,backbone_lr_mean,backbone_lr_std,weight_decay_mean,weight_decay_std,dropout_mean,dropout_std,grad_clip_mean,grad_clip_std,grad_accum_steps_mean,grad_accum_steps_std,warmup_frac_mean,warmup_frac_std,freeze_epochs_mean,freeze_epochs_std,pretrained_mean,pretrained_std,total_runtime_sec_mean,total_runtime_sec_std
swin3d,3,0.4110124785788006,0.028229048377746934,0.8713129731140695,0.0036169163300837923,0.9182149809850558,0.0028536204238254564,0.9134161007357101,0.00175878395997049,0.909593561265995,0.0005559740887885823,15.0,0.0,2.0,0.0,32.0,0.0,224.0,0.0,2.0,0.0,50.0,0.0,0.001,0.0,1e-05,0.0,0.0001,0.0,0.3,0.0,1.0,0.0,8.0,0.0,0.10000000000000002,1.6996749443881478e-17,2.0,0.0,1.0,0.0,6361.751421451569,4996.841025606703
