epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,lr_head,epoch_time_sec
1,0.6656830478057875,0.8094855305466238,0.8827506596306068,0.6362549002384998,0.7989130434782609,0.8597726042230645,0.8865855474852015,0.0001,1124.7189710140228
2,0.5660047854402284,0.8645498392282959,0.9148631578947368,0.53926963013505,0.8804347826086957,0.9226907630522089,0.9021218450284194,0.0001,777.7249853610992
3,0.4963671128086531,0.8822347266881029,0.9255904511978329,0.5768830542935649,0.8656832298136646,0.9142290530490828,0.8981888462857321,0.0001,785.5383403301239
4,0.4772574796372549,0.8933547695605574,0.9324622433395554,0.4689785128709519,0.8866459627329193,0.9275793650793651,0.9315336097343018,0.0001,777.7661309242249
5,0.45244652917374695,0.8984458735262594,0.9357082273112808,0.5973035855103438,0.8975155279503105,0.9357976653696498,0.9131761519304772,0.0001,793.2099359035492
6,0.4256864605961481,0.9090300107181136,0.9422569946424015,0.5061944653627156,0.8967391304347826,0.9340604858701042,0.9298987568883763,0.0001,800.8957488536835
7,0.38998717014669715,0.9181404072883173,0.9477643840300932,0.4848466911007902,0.8711180124223602,0.9149590163934426,0.9369265459230858,0.0001,786.0964961051941
8,0.3766392944509142,0.9193461950696677,0.9485558024269356,0.6066237386051777,0.8664596273291926,0.9119754350051177,0.917076245795969,0.0001,783.1057639122009
9,0.3306718070796714,0.9327438370846731,0.9570058239122987,0.6370480277246146,0.8920807453416149,0.9309488325881768,0.9248331376359059,0.0001,777.8518147468567
10,0.30791201179553,0.939844587352626,0.9615219813180221,0.5920714759153078,0.8959627329192547,0.9343137254901961,0.9322679080464548,0.0001,779.5626947879791
11,0.30063791182285143,0.9419882100750268,0.9628358080851429,0.6191062945160315,0.8656832298136646,0.9118695873662761,0.9152924550848425,0.0001,788.6796643733978
12,0.25486777933238497,0.9492229367631297,0.9674817674817675,0.6118414389161246,0.8734472049689441,0.9167942827973455,0.9308859032042424,0.0001,782.2511081695557
