mae,rmse,r2,spearman_corr_distance_vs_error,spearman_p,derived_accuracy,derived_f1,derived_auc,derived_sensitivity_abnormal,derived_specificity_abnormal
4.82616443081395,6.632678523965019,0.7056627783271012,-0.039917896242633644,0.15397148643256045,0.8997650743931088,0.9381044487427466,0.9376910016977928,0.6280701754385964,0.9778225806451613
