epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,lr_head,epoch_time_sec
1,0.5935113958280835,0.7737138263665595,0.8575044292584156,0.48501803563988727,0.8299689440993789,0.8913151364764268,0.8312464713848797,0.0001,74.90570378303528
2,0.48058966710035705,0.829983922829582,0.890082286704201,0.45563487347608767,0.8082298136645962,0.8703412073490814,0.8611899096328163,0.0001,68.24547362327576
3,0.45865056899794776,0.8291800643086816,0.8883439880900253,0.43900869754345523,0.8571428571428571,0.9083665338645418,0.876488945693098,0.0001,68.52456736564636
4,0.43082590390792724,0.8380225080385852,0.8936394827131169,0.43890461371922346,0.8322981366459627,0.8884297520661157,0.8754567716505433,0.0001,68.69579076766968
5,0.42281867459925404,0.839898177920686,0.894387980556783,0.42157780291130825,0.812888198757764,0.8699406368051807,0.9008004544336724,0.0001,68.6931529045105
6,0.41504005201295646,0.8420418006430869,0.8965698745503992,0.421156085940853,0.875,0.9211170994610485,0.9055006563657083,0.0001,67.93015384674072
7,0.3967100172895596,0.8452572347266881,0.8974336204599946,0.4070353375180908,0.8524844720496895,0.9044265593561368,0.8906761432712988,0.0001,68.15636229515076
8,0.38110452344752127,0.8660235798499464,0.9127094972067039,0.38857223763367776,0.8680124223602484,0.9152542372881356,0.9036510559001909,0.0001,68.19152736663818
9,0.3696169374399611,0.8614683815648446,0.9093777388255916,0.39205027247854274,0.8664596273291926,0.913913913913914,0.8987742067326843,0.0001,68.4464693069458
10,0.35826930557312137,0.8672293676312969,0.9125408172270761,0.4287156064803741,0.8190993788819876,0.8779465688842326,0.883842319828479,0.0001,68.05454969406128
11,0.35757845334773564,0.8695069667738478,0.9144262871200141,0.4041612650620641,0.8004658385093167,0.8584022038567493,0.9092241029957293,0.0001,68.09545660018921
12,0.33485517637568357,0.8772775991425509,0.9194512838550827,0.43893019244167375,0.8711180124223602,0.9179030662710188,0.884548908770362,0.0001,67.84300756454468
13,0.3457674497662378,0.8729903536977492,0.9162839985870717,0.3997830237603243,0.8470496894409938,0.8987146529562982,0.894015122388825,0.0001,68.00092792510986
14,0.3248802768743964,0.8905412647374062,0.9284400455461155,0.40438452897512395,0.8641304347826086,0.9121926743602609,0.8978078424445206,0.0001,67.98619031906128
15,0.3156311213660783,0.8786173633440515,0.9201480698043363,0.41491045136444316,0.8625776397515528,0.9106511862695609,0.8945970191644932,0.0001,67.94428086280823
