epoch,train_loss,train_acc,train_f1,val_loss,val_acc,val_f1,val_auc,lr_head,epoch_time_sec
1,0.5366550156675723,0.7739817792068596,0.8475923751016352,0.5055296238025894,0.843167701863354,0.9009803921568628,0.8541690479406743,0.0001,47.9858980178833
2,0.43214348058770824,0.8310557341907824,0.8876814821412666,0.4091785444606165,0.8338509316770186,0.8871308016877637,0.9003363224816513,0.0001,42.37035346031189
3,0.36631998893245304,0.8642818863879957,0.9098994930178778,0.42049530062893903,0.8703416149068323,0.9175308641975308,0.9016248081992027,0.0001,42.39652180671692
4,0.31765224796290054,0.8766077170418006,0.918067787563384,0.45100651872893854,0.8641304347826086,0.9121044701155199,0.8953901998884699,0.0001,42.42776870727539
5,0.2772202773574847,0.895096463022508,0.9305050146445372,0.4629382270139567,0.860248447204969,0.911504424778761,0.8921274215391861,0.0001,42.32027626037598
6,0.22649703850421982,0.9196141479099679,0.9470525944228733,0.4853490686206066,0.8742236024844721,0.9199604743083004,0.8959824876779894,0.0001,42.20893692970276
7,0.17617287132277715,0.9355573419078242,0.9577068495559659,0.7523562948122586,0.8493788819875776,0.9035785288270378,0.8686368028928584,0.0001,42.1299262046814
8,0.16007374638400856,0.9445337620578779,0.9637541586412187,0.5089373041106307,0.8540372670807453,0.9031925849639547,0.8973783472053368,0.0001,42.30524253845215
9,0.11197389324912421,0.9608788853161844,0.9745378444366934,0.5628421231872917,0.8478260869565217,0.90020366598778,0.8822213216676885,0.0001,42.31583094596863
10,0.12019486874104923,0.9567256162915327,0.9718076285240465,0.5495668839003821,0.8486024844720497,0.8987012987012987,0.892009656715539,0.0001,42.357362508773804
11,0.10750084282444854,0.9640943193997856,0.976642844692348,0.6988535967296834,0.8307453416149069,0.8859832635983264,0.8751311865498715,0.0001,42.345365047454834
12,0.08994133347995974,0.9734726688102894,0.9827975673327541,0.793966724102021,0.8773291925465838,0.9228515625,0.8894794448427666,0.0001,42.371150732040405
13,0.07271586201940922,0.9761521972132905,0.9845271210013908,0.9288396494519486,0.8610248447204969,0.9108121574489287,0.880224515172612,0.0001,42.12481355667114
14,0.07121041398570291,0.9766881028938906,0.9848669333797182,0.8542291692936047,0.8610248447204969,0.9111662531017369,0.8725698016355456,0.0001,42.718841314315796
15,0.06861018576047634,0.9772240085744909,0.9852276677094195,0.721705061625053,0.8711180124223602,0.9182266009852217,0.8885892813228453,0.0001,42.37796330451965
